;Advertising_num_days;CarName;ID;Price_rub;Seller;Seller_location;Views;Car_age;Gear_box;Parsing date;Autocode_checked;Owners_N;Last_owner_time_years;Warranty_end;Engine_capacity;Engine_hp;Engine_fuel_type;Body_type;Swap_type;Original_car_passport;Wheel_drive_type;run_km;Left_steering;is_metallic_color;Color;Opt_Обивка салона: комбинированный;Opt_Цвет салона: темный;Opt_Тонированные стекла;Opt_Ксеноновые фары;Opt_;"Opt_Легкосплавные диски: 17""";Opt_Иммобилайзер;Opt_Штатная;Opt_Бортовой компьютер;Opt_Датчик дождя;Opt_Датчик света;Opt_Круиз-контроль;Opt_Навигационная система;Opt_Обогрев зеркал;Opt_Омыватель фар;Opt_Центральный замок;Opt_Усилитель руля;Opt_Подогрев руля;Opt_Обогрев сидений;Opt_Количество мест: 5;Opt_Климат: климат-контроль 2-зонный;Opt_Электропривод зеркал;Opt_Стеклоподъемники: электро все;Opt_Сиденье водителя: электро;Opt_Сиденье пассажира: электро ;Opt_Регулировка руля: электро;Opt_Антиблокировочная система (ABS);Opt_Антипробуксовочная система;Opt_Система курсовой устойчивости;Opt_Подушки безопасности: передние и боковые;Opt_Парктроник;Opt_CD;Opt_TV;Opt_Обивка салона: кожа;Opt_Люк на крыше;"Opt_Легкосплавные диски: 16""";Opt_Обратная связь;Opt_Дистанционный запуск двигателя;Opt_Регулировка руля: в одной плоскости;"Opt_Легкосплавные диски: 18""";Opt_Сиденье водителя: с памятью положения;Opt_Регулировка руля: в двух плоскостях;Opt_Цвет салона: светлый;Opt_Подушки безопасности: водителя и пассажира;"Opt_Легкосплавные диски: 12""";Opt_Климат: климат-контроль 1-зонный;Opt_Стеклоподъемники: электро передние;Opt_Сиденье водителя: ручная ;Opt_Сиденье пассажира: ручная ;Opt_Обивка салона: велюр;Opt_Кассетник;Opt_Климат: климат-контроль 3-зонный;Opt_Стеклоподъемники: ручные;Opt_Обивка салона: ткань;Opt_Сиденье пассажира: с памятью положения;Opt_Количество мест: 2;"Opt_Легкосплавные диски: 15""";Opt_Количество мест: 4;"Opt_Легкосплавные диски: 19""";Opt_Сиденье пассажира: ручная по высоте;Opt_Сиденье водителя: ручная по высоте;Opt_Количество мест: 7;Opt_Климат: кондиционер;Opt_Газобаллонное оборудование;"Opt_Легкосплавные диски: 20""";"Opt_Легкосплавные диски: 14""";Opt_Подушки безопасности: водителя;Opt_Количество мест: 6;"Opt_Легкосплавные диски: 13""";"Opt_Легкосплавные диски: 22"""
1437;11.0;BMW 5er VI;1034454896;1280000;person;Москва, прочие адреса;96066;4;Автоматическая;2016-04-13;0;3;3.5;0.0;2.0;245.0;бензин;Седан;Не интересует;1.0;Задний;68500.0;1.0;0;Коричневый;0;0;0;1;0;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;1;0;1;1;1;0;1;1;1;1;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1438;7.0;BMW 5er VI;1034741885;1600000;person;Москва;1005169;4;Автоматическая;2016-04-13;0;not mentioned;4.166666666666667;0.0;3.0;245.0;дизель;Хэтчбек 5 дв.;Не интересует;1.0;Полный;77846.0;1.0;1;Черный;0;1;0;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1439;24.0;BMW 5er V;1033476347;550000;person;Москва, прочие адреса;45611;12;Механическая;2016-04-13;0;3;2.1666666666666665;0.0;2.5;192.0;бензин;Седан;Не интересует;1.0;Задний;247000.0;1.0;1;Коричневый;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;1;1;0;0;1;1;1;1;1;1;1;0;1;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1440;5.0;BMW 5er IV;1034870665;320000;person;Москва;13616;18;Механическая;2016-04-13;0;1;1.5833333333333335;0.0;2.5;170.0;бензин;Седан;Рассмотрю варианты;1.0;Задний;320000.0;1.0;0;Синий;0;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;0;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1441;4.0;BMW 5er V;1034951205;780000;person;Москва, Новокосино;8012;10;Автоматическая;2016-04-13;0;2;1.9166666666666665;0.0;3.0;258.0;бензин;Седан;Не интересует;1.0;Полный;151000.0;1.0;0;Cеребристый;0;1;1;1;0;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1442;16.0;BMW 5er V;1034068749;540000;person;Москва, прочие адреса;156267;10;Автоматическая;2016-04-13;0;3;1.5833333333333335;0.0;3.0;258.0;бензин;Седан;Не интересует;1.0;Задний;236000.0;1.0;0;Черный;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1443;14.0;BMW 5er IV;1034246448;350000;person;Москва;39313;17;Автоматическая;2016-04-13;0;2;1.5833333333333335;0.0;3.5;235.0;бензин;Седан;Не интересует;1.0;Задний;253000.0;1.0;0;Синий;0;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1444;10.0;BMW 5er V;1034484164;717000;Fresh Парк;Москва, 71-й км МКАД, владение 16а;52965;9;Автоматическая;2016-04-13;0;3;1.5833333333333335;0.0;3.0;300.0;бензин;Седан;Не интересует;1.0;Полный;115779.0;1.0;1;Cеребристый;0;1;1;1;0;0;1;0;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;0;1;1;1;1;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1445;25.0;BMW 5er VI;1033427259;1900000;person;Москва, прочие адреса;91245;3;Автоматическая;2016-04-13;1;1;2.6666666666666665;0.0;2.0;245.0;бензин;Седан;Не интересует;1.0;Полный;52500.0;1.0;0;Черный;0;0;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;1;1;1;1;0;1;1;0;1;0;0;1;1;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1446;25.0;BMW 5er V;1033410643;755000;person;Москва, прочие адреса;36929;9;Автоматическая;2016-04-13;0;2;1.3333333333333333;0.0;2.5;218.0;бензин;Седан;Не интересует;1.0;Задний;230000.0;1.0;0;Синий;0;0;0;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;1;0;1;0;1;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
1447;3.0;BMW 5er VI;1035010769;1439000;МегаПолисГруп;Москва, 50-й км МКАД, ул. Торговая стр.1.;5050;4;Автоматическая;2016-04-13;0;1;1.5833333333333335;0.0;2.0;245.0;бензин;Седан;Не интересует;1.0;Полный;61000.0;1.0;1;Черный;0;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;1;1;0;1;1;1;1;0;1;1;1;0;1;1;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1448;4.0;BMW 5er IV;1034970873;320000;person;Москва, прочие адреса;221144;14;Механическая;2016-04-13;0;2;1.0;0.0;2.2;170.0;бензин;Седан;Не интересует;1.0;Задний;220000.0;1.0;0;Черный;0;0;0;1;0;0;0;1;1;1;1;1;0;1;1;1;1;0;1;0;1;1;1;0;0;0;1;1;1;1;1;1;0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
1449;19.0;BMW 5er VI;1033777777;2200000;person;Москва, СЗАО;143549;2;Автоматическая;2016-04-13;0;1;2.0;0.0;2.0;245.0;бензин;Седан;Не интересует;1.0;Полный;22000.0;1.0;1;Белый;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;1;1;1;1;1;1;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1450;8.0;BMW 5er V;1034694917;650000;person;Москва, прочие адреса;33140;10;Автоматическая;2016-04-13;0;2;1.5833333333333335;0.0;2.5;218.0;бензин;Седан;Не интересует;1.0;Задний;103800.0;1.0;0;Черный;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1451;3.0;BMW 5er VI;1035054347;2300000;other dealer;Москва, прочие адреса;3838;3;Автоматическая;2016-04-13;0;1;1.5833333333333335;0.0;3.0;258.0;дизель;Седан;Не интересует;1.0;Полный;39000.0;1.0;0;Белый;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1452;4.0;BMW 5er IV;1034958039;255000;person;Москва, прочие адреса;318108;18;Автоматическая;2016-04-13;0;3;2.5;0.0;2.5;170.0;бензин;Универсал 5 дв.;Рассмотрю варианты;1.0;Задний;277000.0;1.0;0;Черный;0;1;1;1;0;0;0;1;1;1;0;1;0;1;1;1;1;0;1;0;1;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1453;19.0;BMW 5er VI;1033842883;1160000;person;Москва, прочие адреса;3284401;5;Автоматическая;2016-04-13;0;not mentioned;4.833333333333333;0.0;2.5;204.0;бензин;Седан;Не интересует;1.0;Задний;85000.0;1.0;1;Черный;0;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1454;5.0;BMW 5er IV;1034869295;369000;АВЕНТУРА АВТО;Москва, м. Чертановская, микрорайон Северное Чертаново, д.1А ТРЦ АВЕНТУРА;22146;14;Автоматическая;2016-04-13;0;3;1.5833333333333335;0.0;2.5;192.0;бензин;Седан;Не интересует;1.0;Задний;149000.0;1.0;1;Cеребристый;0;1;1;1;0;0;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1455;17.0;BMW 5er VI;1034006775;1100000;person;Москва, дмитровское шоссе;78362;6;Автоматическая;2016-04-13;0;3;0.9166666666666666;0.0;2.5;204.0;бензин;Седан;Не интересует;0.0;Задний;140000.0;1.0;0;Белый;0;1;1;1;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1456;4.0;BMW 5er VI;1034968567;1390000;person;Москва, прочие адреса;22390;5;Автоматическая;2016-04-13;0;2;0.6666666666666666;0.0;3.0;258.0;бензин;Седан;Рассмотрю варианты;1.0;Задний;120000.0;1.0;0;Синий;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1457;3.0;BMW 5er VI;1035010773;1377000;МегаПолисГруп;Москва, 50-й км МКАД, ул. Торговая стр.1.;9797;4;Автоматическая;2016-04-13;0;1;1.5833333333333335;0.0;2.0;245.0;бензин;Седан;Не интересует;1.0;Полный;73000.0;1.0;1;Черный;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;0;1;1;1;1;0;1;1;1;0;1;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1458;3.0;BMW 5er V;1035050945;720000;person;Москва, Москва;6161;9;Автоматическая;2016-04-13;0;1;1.5833333333333335;0.0;3.0;258.0;бензин;Седан;Не интересует;1.0;Задний;120000.0;1.0;1;Серый;0;1;0;1;0;0;0;0;1;1;1;1;0;1;1;1;1;0;1;0;1;1;1;0;1;0;1;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1459;8.0;BMW 5er IV;1034693273;430000;person;Москва, Новогиреево;52281;19;Автоматическая;2016-04-13;0;not mentioned;1.5833333333333335;0.0;4.4;286.0;бензин;Седан;Не интересует;1.0;Задний;300000.0;1.0;0;Черный;0;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;0;1;1;1;1;0;0;1;1;1;1;1;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1460;7.0;BMW 5er V;1034745423;880000;person;Москва, прочие адреса;26233;8;Автоматическая;2016-04-13;0;2;2.5833333333333335;0.0;3.0;272.0;бензин;Седан;Не интересует;1.0;Полный;185000.0;1.0;1;Cеребристый;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1461;8.0;BMW 5er IV;1034689203;300000;person;Ногинск;41148;19;Автоматическая;2016-04-13;1;not mentioned;0.0;0.0;2.8;193.0;бензин;Седан;Рассмотрю варианты;1.0;Задний;150000.0;1.0;0;Черный;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1462;20.0;BMW 5er IV;1033765065;290000;person;Москва;4046;18;Механическая;2016-04-13;0;3;1.5833333333333335;0.0;2.5;170.0;бензин;Седан;Не интересует;1.0;Задний;400000.0;1.0;0;Серый;0;1;1;1;0;0;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;1;1;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0
1463;16.0;BMW 5er VI;1034075645;1065000;person;Москва;4539293;6;Автоматическая;2016-04-13;0;not mentioned;0.0;0.0;2.5;204.0;бензин;Седан;Не интересует;1.0;Задний;96000.0;1.0;0;Белый;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1464;8.0;BMW 5er VI;1034632691;2570000;other dealer;Москва, прочие адреса;344;0;Автоматическая;2016-04-13;0;not mentioned;1.5833333333333335;0.0;2.0;190.0;дизель;Седан;Не интересует;1.0;Задний;0.0;1.0;0;Черный;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1465;8.0;BMW 5er IV;1034691455;380000;person;Москва, Москва;79168;15;Автоматическая;2016-04-13;0;2;1.5833333333333335;0.0;2.5;192.0;бензин;Седан;Не интересует;1.0;Задний;265000.0;1.0;0;Cеребристый;0;1;1;1;0;0;0;0;1;0;0;0;0;1;0;1;1;0;1;0;1;0;0;0;0;0;1;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1466;15.0;BMW 5er VI;1034163169;1195000;АВИЛОН TRADE;Москва, Волгоградский пр-т, д. 41, стр 1;58130;6;Автоматическая;2016-04-13;1;1;1.5833333333333335;0.0;3.0;258.0;бензин;Седан;Не интересует;1.0;Задний;109125.0;1.0;0;Черный;0;0;0;1;0;0;0;0;1;1;1;1;0;1;1;1;1;0;0;0;1;1;0;1;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1467;21.0;BMW 5er VI;1033695861;1500000;person;Москва, прочие адреса;58023;5;Автоматическая;2016-04-13;0;1;4.083333333333333;0.0;4.4;407.0;бензин;Хэтчбек 5 дв.;Не интересует;1.0;Полный;149000.0;1.0;1;Черный;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1468;24.0;BMW 5er VI;1033499887;1370000;person;Москва;78618;5;Автоматическая;2016-04-13;0;2;1.5833333333333335;0.0;3.0;258.0;бензин;Седан;Не интересует;1.0;Задний;60000.0;1.0;0;Бежевый;0;1;1;1;0;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;1;1;1;0;1;1;1;1;1;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1469;13.0;BMW 5er VI;1034305964;1230000;person;Москва, москва;38935;7;Автоматическая;2016-04-13;0;1;3.6666666666666665;0.0;3.0;306.0;бензин;Хэтчбек 5 дв.;Не интересует;1.0;Задний;81000.0;1.0;0;Серый;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1470;5.0;BMW 5er IV;1034891939;375500;Авто-Старт в Капотне;Москва, Дзержинский, ул. Энергетиков, д. 24 (15-й км МКАД);426101;15;Автоматическая;2016-04-13;0;3;1.5833333333333335;0.0;2.5;192.0;бензин;Седан;Не интересует;1.0;Задний;291199.0;1.0;0;Черный;0;0;1;1;0;1;1;1;1;1;0;0;0;1;0;1;1;0;1;1;0;1;0;0;0;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1471;4.0;BMW 5er V;1034974885;770000;other dealer;Москва, прочие адреса;19885;7;Автоматическая;2016-04-13;0;2;1.5833333333333335;0.0;2.5;218.0;бензин;Седан;Не интересует;1.0;Задний;119000.0;1.0;1;Серый;0;0;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;0;1;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1472;4.0;BMW 5er VI;1034952229;1190000;person;Москва;508214;4;Автоматическая;2016-04-13;0;not mentioned;1.5833333333333335;0.0;2.0;184.0;бензин;Седан;Не интересует;1.0;Задний;111000.0;1.0;1;Белый;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1473;4.0;BMW 5er VI;1034906659;1350000;person;Москва, СВАО;380134;4;Автоматическая;2016-04-13;0;1;4.333333333333333;0.0;2.0;184.0;дизель;Седан;Не интересует;1.0;Задний;55000.0;1.0;1;Черный;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1474;11.0;BMW 5er VI;1034467094;1970000;person;Москва, прочие адреса;28217;2;Автоматическая;2016-04-13;0;1;1.6666666666666665;0.30116977076873586;2.0;184.0;бензин;Седан;Не интересует;1.0;Задний;38500.0;1.0;0;Белый;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;0;0;1;1;1;1;0;1;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1475;23.0;BMW 5er VI;1033560935;1149000;other dealer;Москва, прочие адреса;2271140;4;Автоматическая;2016-04-13;0;not mentioned;1.5833333333333335;0.0;2.0;184.0;бензин;Седан;Не интересует;1.0;Задний;88000.0;1.0;1;Бежевый;0;1;1;1;0;1;1;0;1;1;1;0;0;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1476;23.0;BMW 5er V;1033560045;460000;person;Москва, прочие адреса;2689115;11;Автоматическая;2016-04-13;0;not mentioned;2.6666666666666665;0.0;2.5;218.0;бензин;Седан;Не интересует;1.0;Задний;120000.0;1.0;1;Серый;0;1;1;1;0;1;0;1;0;1;0;0;0;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1477;8.0;BMW 5er VI;1034688971;1337000;other dealer;Москва, прочие адреса;816123;4;Автоматическая;2016-04-13;0;1;1.5833333333333335;0.0;2.0;245.0;бензин;Седан;Не интересует;1.0;Полный;63000.0;1.0;0;Черный;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1478;8.0;BMW 5er II;1034678027;90000;person;Москва, прочие адреса;32732;32;Механическая;2016-04-13;0;not mentioned;1.5833333333333335;0.0;2.0;125.0;бензин;Седан;Не интересует;0.0;Задний;216000.0;1.0;0;Серый;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1479;14.0;BMW 5er VI;1034230344;1800000;other dealer;Москва, прочие адреса;143894;2;Автоматическая;2016-04-13;0;not mentioned;1.5833333333333335;0.049282326125793134;3.0;258.0;дизель;Седан;Не интересует;1.0;Задний;72000.0;1.0;1;Черный;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1480;8.0;BMW 5er V;1034688963;720000;person;Москва, москва;54056;8;Автоматическая;2016-04-13;0;2;1.5833333333333335;0.0;2.0;177.0;дизель;Седан;Не интересует;1.0;Задний;200000.0;1.0;0;Черный;0;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;1;0;1;1;1;1;1;1;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1481;15.0;BMW 5er V;1034167732;570000;person;Москва;50625;11;Автоматическая;2016-04-13;0;2;1.5833333333333335;0.0;2.5;218.0;бензин;Седан;Не интересует;1.0;Задний;204000.0;1.0;0;Cеребристый;0;1;0;0;0;0;0;1;1;1;1;0;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1482;9.0;BMW 5er III;1034603341;55000;person;Щелково;1112111;25;Механическая;2016-04-13;0;3;0.3333333333333333;0.0;2.0;150.0;бензин;Седан;Рассмотрю варианты;1.0;Задний;430000.0;1.0;1;Черный;0;1;1;1;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
1483;7.0;BMW 5er VI;1034707613;2570000;other dealer;Москва, прочие адреса;578;0;Автоматическая;2016-04-13;0;not mentioned;1.5833333333333335;0.0;2.0;190.0;дизель;Седан;Не интересует;1.0;Задний;0.0;1.0;0;Белый;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1484;17.0;BMW 5er VI;1033978917;1600000;person;Москва, прочие адреса;142159;3;Автоматическая;2016-04-13;0;1;1.5833333333333335;0.0;2.0;245.0;бензин;Седан;Рассмотрю варианты;1.0;Полный;62000.0;1.0;0;Черный;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
