;Advertising_num_days;CarName;ID;Price_rub;Seller;Seller_location;Views;Car_age;Gear_box;Parsing date;Autocode_checked;Owners_N;Last_owner_time_years;Warranty_end;Engine_capacity;Engine_hp;Engine_fuel_type;Body_type;Swap_type;Original_car_passport;Wheel_drive_type;run_km;Left_steering;is_metallic_color;Color;Opt_Обивка салона: комбинированный;Opt_Цвет салона: темный;Opt_Тонированные стекла;Opt_Ксеноновые фары;Opt_;"Opt_Легкосплавные диски: 17""";Opt_Иммобилайзер;Opt_Штатная;Opt_Бортовой компьютер;Opt_Датчик дождя;Opt_Датчик света;Opt_Круиз-контроль;Opt_Навигационная система;Opt_Обогрев зеркал;Opt_Омыватель фар;Opt_Центральный замок;Opt_Усилитель руля;Opt_Подогрев руля;Opt_Обогрев сидений;Opt_Количество мест: 5;Opt_Климат: климат-контроль 2-зонный;Opt_Электропривод зеркал;Opt_Стеклоподъемники: электро все;Opt_Сиденье водителя: электро;Opt_Сиденье пассажира: электро ;Opt_Регулировка руля: электро;Opt_Антиблокировочная система (ABS);Opt_Антипробуксовочная система;Opt_Система курсовой устойчивости;Opt_Подушки безопасности: передние и боковые;Opt_Парктроник;Opt_CD;Opt_TV;Opt_Обивка салона: кожа;Opt_Люк на крыше;"Opt_Легкосплавные диски: 16""";Opt_Обратная связь;Opt_Дистанционный запуск двигателя;Opt_Регулировка руля: в одной плоскости;"Opt_Легкосплавные диски: 18""";Opt_Сиденье водителя: с памятью положения;Opt_Регулировка руля: в двух плоскостях;Opt_Цвет салона: светлый;Opt_Подушки безопасности: водителя и пассажира;"Opt_Легкосплавные диски: 12""";Opt_Климат: климат-контроль 1-зонный;Opt_Стеклоподъемники: электро передние;Opt_Сиденье водителя: ручная ;Opt_Сиденье пассажира: ручная ;Opt_Обивка салона: велюр;Opt_Кассетник;Opt_Климат: климат-контроль 3-зонный;Opt_Стеклоподъемники: ручные;Opt_Обивка салона: ткань;Opt_Сиденье пассажира: с памятью положения;Opt_Количество мест: 2;"Opt_Легкосплавные диски: 15""";Opt_Количество мест: 4;"Opt_Легкосплавные диски: 19""";Opt_Сиденье пассажира: ручная по высоте;Opt_Сиденье водителя: ручная по высоте;Opt_Количество мест: 7;Opt_Климат: кондиционер;Opt_Газобаллонное оборудование;"Opt_Легкосплавные диски: 20""";"Opt_Легкосплавные диски: 14""";Opt_Подушки безопасности: водителя;Opt_Количество мест: 6;"Opt_Легкосплавные диски: 13""";"Opt_Легкосплавные диски: 22"""
0;4.0;Audi A6 III;1034927017;869999;other dealer;Москва, прочие адреса;9540;6;Автоматическая;2016-04-13;1;2;1.5833333333333335;0.0;3.0;290.0;бензин;Седан;Не интересует;1.0;Полный;99000.0;1.0;1;Черный;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;3.0;Audi A6 II;1035026097;377000;ДЕЛЬТА-АВТО;Москва, ул. Подвойского, дом 5/19;5454;12;Механическая;2016-04-13;0;1;1.5833333333333335;0.0;2.5;163.0;дизель;Универсал 5 дв.;Не интересует;1.0;Передний;75422.0;1.0;0;Красный;0;1;1;0;1;0;1;1;1;0;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2;16.0;Audi A6 IV;1034078221;2390000;Ауди Центр Юг;Москва, Москва, р-он Строгино, ул. Маршала Прошлякова, д. 13;231;0;Роботизированная с двумя сцеплениями;2016-04-13;0;not mentioned;1.5833333333333335;0.0;1.8;190.0;бензин;Седан;Не интересует;1.0;Передний;0.0;1.0;0;Синий;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3;3.0;Audi A6 IV;1034989845;1849000;Ауди Центр Москва;Москва, Бережковская набережная, д. 38, стр. 2;7777;1;Роботизированная с двумя сцеплениями;2016-04-13;0;1;1.5833333333333335;0.0;1.8;190.0;бензин;Седан;Не интересует;1.0;Передний;18000.0;1.0;1;Черный;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4;29.0;Audi A6 IV;1033133583;1390000;person;Балашиха;3378;4;Вариатор;2016-04-13;0;1;3.6666666666666665;0.0;2.0;180.0;бензин;Седан;С доплатой покупателя;1.0;Передний;121000.0;1.0;0;Белый;1;1;1;0;0;0;1;1;1;1;1;1;0;1;1;1;1;0;1;0;1;0;1;0;1;0;1;1;1;1;1;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5;4.0;Audi A6 III;1034962583;642000;Ауди Центр Восток;Москва, г. Балашиха ш.Энтузиастов д.12Б;5824;9;Автоматическая;2016-04-13;0;1;1.5833333333333335;0.0;3.1;255.0;бензин;Седан;Не интересует;1.0;Полный;93298.0;1.0;1;Синий;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;1;0;1;0;1;0;1;1;1;0;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6;4.0;Audi A6 I;1034975649;320000;person;Москва, прочие адреса;15188;20;Механическая;2016-04-13;0;3;0.16666666666666666;0.0;2.5;140.0;дизель;Седан;Не интересует;1.0;Полный постоянный;350000.0;1.0;1;Черный;0;1;1;1;0;0;1;1;0;0;0;0;0;1;0;1;1;0;1;0;0;1;0;0;0;0;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7;4.0;Audi A6 III;1034972321;1100000;person;Юрьев-Польский;6147;6;Автоматическая;2016-04-13;0;2;2.5833333333333335;0.0;2.7;190.0;дизель;Седан;С доплатой покупателя;1.0;Полный;101876.0;1.0;1;Черный;0;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;4.0;Audi A6 III;1034960339;340000;person;Москва;26281271;8;Автоматическая;2016-04-13;0;1;1.5833333333333335;0.0;3.1;255.0;бензин;Седан;Не интересует;1.0;Полный;60000.0;1.0;1;Черный;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9;7.0;Audi A6 II;1034757979;150000;person;Москва, Москва;1184170;18;Механическая;2016-04-13;0;2;1.5833333333333335;0.0;2.4;165.0;бензин;Универсал 5 дв.;Не интересует;1.0;Передний;300000.0;1.0;0;Синий;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;1;1;1;1;1;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10;21.0;Audi A6 III;1033709021;410000;person;Москва, вднх;176581;12;Вариатор;2016-04-13;0;2;1.5833333333333335;0.0;2.4;177.0;бензин;Седан;С доплатой продавца;1.0;Передний;180000.0;1.0;0;Черный;0;1;0;1;0;0;0;1;0;1;1;0;0;1;1;1;1;0;1;0;0;1;1;1;1;0;1;1;0;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;22.0;Audi A6 IV;1033628631;1100000;person;Москва, прочие адреса;2894101;5;Роботизированная с двумя сцеплениями;2016-04-13;0;2;1.5833333333333335;0.0;2.8;204.0;бензин;Седан;Не интересует;1.0;Полный постоянный;141000.0;1.0;1;Черный;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12;32.0;Audi A6 IV;1032912483;1720000;person;Москва, прочие адреса;71911;2;Вариатор;2016-04-13;0;1;1.4166666666666667;1.634530483172139;2.0;180.0;бензин;Седан;Не интересует;1.0;Передний;41200.0;1.0;0;Черный;0;1;1;1;0;1;1;1;1;1;1;0;0;1;1;1;1;1;1;0;1;1;1;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13;33.0;Audi A6 III;1032830779;645000;person;Москва;286435;8;Вариатор;2016-04-13;0;1;0.0;0.0;2.0;140.0;дизель;Седан;Рассмотрю варианты;1.0;Передний;128000.0;1.0;0;Серый;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14;10.0;Audi A6 IV;1034467666;1299000;other dealer;Москва, прочие адреса;26037;5;Роботизированная с двумя сцеплениями;2016-04-13;0;2;1.5833333333333335;0.2162946535520921;3.0;300.0;бензин;Седан;Не интересует;1.0;Полный постоянный;110000.0;1.0;1;Черный;0;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;44.0;Audi A6 III;1032092435;555000;person;Москва, москва;9711;10;Автоматическая;2016-04-13;0;2;0.0;0.0;3.1;255.0;бензин;Седан;Не интересует;1.0;Полный;153370.0;1.0;1;Cеребристый;0;1;0;1;0;1;0;1;1;0;0;0;0;0;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16;16.0;Audi A6 III;1034069823;650000;person;Москва;1367;9;Вариатор;2016-04-13;0;3;1.5833333333333335;0.0;2.0;170.0;бензин;Седан;Не интересует;1.0;Передний;135000.0;1.0;1;Черный;0;1;0;1;0;0;0;0;1;1;1;0;0;1;1;1;0;0;1;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17;17.0;Audi A6 III;1034011569;850000;person;Жуковский;29513;6;Вариатор;2016-04-13;0;2;1.5833333333333335;0.0;2.0;170.0;бензин;Седан;Не интересует;1.0;Передний;81000.0;1.0;0;Серый;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18;24.0;Audi A6 III;1033483607;570000;person;Москва, прочие адреса;162139;8;Вариатор;2016-04-13;0;3;1.0833333333333333;0.0;2.0;170.0;бензин;Седан;Не интересует;1.0;Передний;128000.0;1.0;0;Черный;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19;27.0;Audi A6 I;1033258247;275000;person;Москва, прочие адреса;128840;19;Автоматическая;2016-04-13;0;not mentioned;0.5;0.0;2.5;140.0;дизель;Универсал 5 дв.;Рассмотрю варианты;1.0;Передний;179000.0;1.0;0;Синий;0;1;1;0;0;0;0;1;0;0;0;1;0;1;0;1;1;0;1;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;1;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
20;9.0;Audi A6 II;1034616075;300000;person;Москва, прочие адреса;527;19;Механическая;2016-04-13;0;2;3.3333333333333335;0.0;2.4;165.0;бензин;Седан;Рассмотрю варианты;1.0;Передний;200000.0;1.0;1;Cеребристый;1;1;1;1;0;0;1;1;1;0;1;0;0;1;0;1;1;0;1;0;1;1;1;1;1;0;1;1;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21;13.0;Audi A6 III;1034302094;490000;person;Москва;157871;9;Вариатор;2016-04-13;0;2;1.8333333333333335;0.0;2.4;177.0;бензин;Седан;С доплатой продавца;1.0;Передний;205000.0;1.0;0;Черный;0;1;0;1;0;0;0;1;1;1;1;0;1;0;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22;30.0;Audi A6 IV;1033066691;1499000;person;Москва, Москва;284663;5;Роботизированная с двумя сцеплениями;2016-04-13;0;2;1.5833333333333335;0.0;3.0;245.0;дизель;Седан;Не интересует;1.0;Полный постоянный;45000.0;1.0;0;Черный;0;1;1;1;0;0;1;1;1;1;1;1;0;1;1;1;1;0;1;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23;26.0;Audi A6 II;1033350979;250000;person;Москва, прочие адреса;108626;17;Автоматическая;2016-04-13;0;not mentioned;1.5833333333333335;0.0;2.4;165.0;бензин;Седан;С доплатой покупателя;0.0;Передний;240000.0;1.0;1;Зеленый;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;1;0;1;0;1;1;1;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24;39.0;Audi A6 II;1032431511;280000;person;Москва, прочие адреса;4156;15;Механическая;2016-04-13;0;not mentioned;1.5833333333333335;0.0;1.8;150.0;бензин;Седан;Не интересует;1.0;Передний;197999.0;1.0;0;Бежевый;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25;40.0;Audi A6 III;1032368813;475000;person;Москва, Москва;224212;11;Автоматическая;2016-04-13;0;not mentioned;1.5833333333333335;0.0;3.1;255.0;бензин;Седан;Не интересует;1.0;Полный;129000.0;1.0;1;Черный;0;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;0;1;0;1;1;1;0;1;0;1;1;1;1;1;1;0;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26;3.0;Audi A6 III;1035020875;440000;СОКАР;Москва, ст.метро ФИЛИ. Береговой проезд, д. 2 стр.10. Выход из 1 вагона, маршрутное такси №653, остановка Проектируемый пр-зд №153;134134;10;Автоматическая;2016-04-13;0;1;1.5833333333333335;0.0;3.0;218.0;бензин;Седан;Не интересует;1.0;Полный;145230.0;1.0;1;Серый;0;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;0;1;0;1;0;1;1;1;1;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;17.0;Audi A6 II;1034001485;380000;person;Москва, прочие адреса;3347;14;Автоматическая;2016-04-13;1;3;1.0833333333333333;0.0;3.0;220.0;бензин;Седан;Не интересует;1.0;Полный;257000.0;1.0;1;Cеребристый;0;1;1;1;0;1;1;1;1;0;0;1;0;1;1;1;1;0;1;1;1;0;1;1;1;0;1;1;1;1;1;1;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28;3.0;Audi A6 IV;1035001661;3426000;Ауди Центр Юг;Москва, Москва, МКАД, 18-й км (внешняя сторона);1919;0;Роботизированная с двумя сцеплениями;2016-04-13;0;not mentioned;1.5833333333333335;0.0;2.0;249.0;бензин;Седан;Не интересует;1.0;Полный постоянный;0.0;1.0;0;Черный;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29;3.0;Audi A6 III;1035025895;560000;ДЕЛЬТА-АВТО;Москва, ул. Подвойского, дом 5/19;6161;8;Механическая;2016-04-13;0;1;1.5833333333333335;0.0;2.4;177.0;бензин;Седан;Не интересует;1.0;Передний;78000.0;1.0;1;Серый;0;1;1;1;0;0;0;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;1;1;1;1;1;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30;35.0;Audi A6 IV;1032653947;1950000;person;Москва, прочие адреса;193040;1;Роботизированная с двумя сцеплениями;2016-04-13;0;1;0.5;0.0;1.8;190.0;бензин;Седан;Не интересует;1.0;Передний;11000.0;1.0;0;Черный;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31;39.0;Audi A6 III;1032431621;900000;person;Москва;137214;6;Вариатор;2016-04-13;0;2;1.5833333333333335;0.0;2.8;190.0;бензин;Седан;Не интересует;1.0;Передний;83000.0;1.0;0;Синий;0;0;1;1;1;0;0;1;1;1;1;0;0;1;1;1;1;0;1;0;0;1;1;1;0;0;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32;12.0;Audi A6 II;1034374428;250000;person;Тверь;1928;18;Механическая;2016-04-13;0;2;1.5833333333333335;0.0;2.8;193.0;бензин;Седан;Не интересует;1.0;Полный;270000.0;1.0;0;Синий;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;1;0;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
33;16.0;Audi A6 III;1034050769;480000;person;Москва, прочие адреса;2965162;8;Вариатор;2016-04-13;0;2;1.3333333333333333;0.0;2.0;170.0;бензин;Седан;Не интересует;1.0;Передний;179000.0;1.0;0;Черный;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34;36.0;Audi A6 I;1032620753;150000;person;Москва;319863;21;Механическая;2016-04-13;0;1;0.0;0.0;2.8;193.0;бензин;Седан;Не интересует;1.0;Полный постоянный;150000.0;1.0;0;Cеребристый;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35;5.0;Audi A6 III;1034890019;729000;other dealer;Москва, прочие адреса;17133;7;Вариатор;2016-04-13;0;2;1.5833333333333335;0.0;2.0;170.0;бензин;Седан;Не интересует;1.0;Передний;117000.0;1.0;1;Черный;0;1;0;1;0;0;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36;17.0;Audi A6 III;1033994809;820000;person;Москва;23515;6;Вариатор;2016-04-13;0;1;1.5833333333333335;0.0;2.0;170.0;бензин;Седан;Не интересует;1.0;Передний;140000.0;1.0;1;Cеребристый;0;0;0;1;1;0;0;0;0;0;0;1;0;1;1;1;1;0;1;1;1;0;1;0;0;0;1;1;1;1;1;1;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
37;25.0;Audi A6 II;1033416485;425000;person;Люберцы;50015;15;Автоматическая;2016-04-13;0;2;2.4166666666666665;0.0;2.7;230.0;бензин;Седан;Не интересует;1.0;Полный;230000.0;1.0;0;Cеребристый;0;1;1;1;0;0;0;1;1;0;0;0;0;1;1;1;0;0;1;0;1;0;1;1;1;0;1;1;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
38;37.0;Audi A6 III;1032575559;620000;person;Москва, прочие адреса;54334;9;Автоматическая;2016-04-13;0;2;1.5833333333333335;0.0;3.1;249.0;бензин;Седан;Не интересует;1.0;Полный;160000.0;1.0;0;Белый;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
39;45.0;Audi A6 IV;1032037629;1440000;MAJOR EXPERT;Москва, Москва, ул. Маршала Прошлякова, д.13 ;117518;2;Вариатор;2016-04-13;1;1;1.5833333333333335;0.0;2.0;180.0;бензин;Седан;Не интересует;1.0;Передний;79400.0;1.0;0;Черный;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
40;11.0;Audi A6 II;1034437408;450000;person;Москва;45738;16;Автоматическая;2016-04-13;0;2;1.0;0.0;2.4;165.0;бензин;Универсал 5 дв.;Рассмотрю варианты;1.0;Полный постоянный;332000.0;1.0;0;Черный;0;1;1;0;0;0;0;0;1;0;1;1;0;1;0;1;1;0;1;0;1;1;1;1;1;0;1;1;0;1;0;1;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
41;15.0;Audi A6 IV;1034156957;2371739;Ауди Центр Добролюбова;Москва, ул. Добролюбова д. 2Б;67218;0;Роботизированная с двумя сцеплениями;2016-04-13;0;not mentioned;1.5833333333333335;3.9672272531263477;1.8;190.0;бензин;Седан;Не интересует;1.0;Передний;0.0;1.0;1;Красный;0;0;0;1;1;0;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;0;1;1;0;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
42;23.0;Audi A6 III;1033575149;550000;person;Москва, Россия, Москва;35513;10;Вариатор;2016-04-13;0;3;1.5833333333333335;0.0;2.4;177.0;бензин;Седан;Не интересует;1.0;Передний;114000.0;1.0;0;Серый;0;1;1;1;0;0;0;1;1;1;1;0;1;1;0;1;1;0;1;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43;10.0;Audi A6 IV;1034534468;1190000;person;Москва, прочие адреса;48530;5;Вариатор;2016-04-13;0;2;1.5833333333333335;0.0;2.0;180.0;бензин;Седан;Не интересует;1.0;Передний;66000.0;1.0;0;Серый;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;0;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
44;16.0;Audi A6 II;1034091462;320000;person;Москва, митино;1006;15;Вариатор;2016-04-13;0;3;1.5833333333333335;0.0;2.4;170.0;бензин;Седан;Не интересует;1.0;Передний;253000.0;1.0;0;Серый;0;1;1;1;0;0;1;1;1;0;1;1;0;1;1;1;1;0;1;0;1;1;1;0;1;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
45;18.0;Audi A6 II;1033931631;220000;person;Москва, прочие адреса;1599100;17;Автоматическая;2016-04-13;0;2;1.5833333333333335;0.0;2.4;136.0;бензин;Седан;Не интересует;1.0;Передний;275000.0;1.0;0;Черный;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46;20.0;Audi A6 III;1033771289;560000;person;Москва, люблино;73731;10;Автоматическая;2016-04-13;0;3;0.6666666666666666;0.0;3.0;218.0;бензин;Седан;Не интересует;1.0;Полный;215000.0;1.0;0;Синий;0;0;1;1;0;0;1;1;0;1;1;0;0;1;1;1;1;0;1;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47;17.0;Audi A6 III;1034011121;803000;person;Москва, прочие адреса;199951;5;Вариатор;2016-04-13;0;not mentioned;4.666666666666667;0.0;2.8;190.0;бензин;Седан;Не интересует;1.0;Передний;121000.0;1.0;0;Cеребристый;0;1;1;1;0;0;1;0;1;1;1;0;0;1;1;1;1;0;1;0;1;1;1;1;1;0;1;1;0;0;1;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
